,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
40,4192,9031,1648,3618,12930,1876,4028,11747,2475,6883,1869,1502,6188,13611,8678,6727,9343,292,13782,10912,2304,5122,7070,7222,7035,2796,3268,4892,5482,7592,9253,4409,6787,5529,659,4884,8919,4088,6929,6285,0,7563,5001,7860,5980,11620,15094,1660,997,1811,6488,2650,9057,3753,7551,11550,7024,5853,6872,2150,7827,2645,8686,11704,3319,1891,5624,7155,2156,8799,7740,5407,7065,12943,6980,1859,11004,7331,4646,11340,3311,1394,6980,2571,6655,12903,10376,2515,8786,5002,2705,5775,8196,3256,10544,3211,6387,2254,6062,12608
41,11297,17872,8356,5174,21951,8058,5709,10881,10468,8294,10598,7014,10331,21349,14970,13203,1140,7242,23354,18650,6291,3186,5517,4224,3324,9901,5822,9563,3051,12814,2781,12536,3281,11103,8319,11989,3269,10882,9686,2533,7534,0,12804,11246,4039,19359,14229,8604,9240,6582,7941,8704,1843,9557,9207,18710,14128,7304,14213,10231,11213,7883,1609,10838,10424,8812,11532,8754,6822,1721,8231,12740,13542,21370,13456,7798,18742,5778,11750,18070,9368,7822,10320,8272,4191,12037,19359,8216,16701,10575,6806,11348,4422,11377,9678,11332,8074,7995,11636,21324
42,2014,4752,4017,8120,8270,4102,6452,12394,3071,11034,3103,6428,9054,8951,7111,5770,13494,5177,9122,6253,7092,10634,11221,11373,9856,4889,8056,4549,11257,3056,13404,1103,9166,7259,5366,2166,13070,2568,7298,10542,4964,11859,0,6724,8358,6961,15741,3788,4607,5739,6851,4146,12872,3897,7920,6891,2549,6216,2207,3305,6691,4841,12837,12351,4514,3533,5927,7518,6308,12950,8108,1727,5921,8284,5795,5990,6345,11482,1675,6680,3087,5544,5616,3902,10806,13550,6761,4594,4508,7479,6856,6707,12348,2528,11191,2746,7224,4633,7792,7949
43,8129,10302,6542,8966,13098,5860,6778,10236,8554,13733,7575,8491,13848,13779,15040,14074,12193,7615,15784,11080,8759,10648,13260,13604,8066,9956,9604,3486,11008,4491,12869,7404,8386,13190,8319,8281,13425,4609,4298,9763,7738,11080,6786,0,7244,11788,13584,6406,7774,7406,5061,6506,11082,4237,4451,11140,9876,4426,8189,8431,241,5921,11696,10194,9790,6999,12042,5242,9571,11809,4882,8331,13850,13800,13724,9113,11172,13521,7790,10500,5099,8722,1278,5217,11934,11393,12748,5305,10495,12662,9556,12823,13761,8011,9034,8228,4224,6671,13723,13754
44,8327,14288,4885,3486,17084,4533,2238,8601,7229,9362,5917,5418,11398,17765,13167,11216,4979,5646,19770,15067,4695,3637,6627,6592,1438,8298,4809,5979,3996,9230,5857,7859,1375,12170,6351,8608,6413,7298,4921,2751,5938,4068,8450,7662,0,15775,11949,5079,5964,4354,4357,5179,4454,5973,5316,15126,11378,3720,10942,6773,7630,4358,4685,8559,8132,5341,12600,4749,6543,4798,6332,8857,11554,17786,11469,6734,15159,6888,8369,14486,5843,6681,6736,4714,5300,9757,16735,4658,14481,11643,6367,12416,6749,6706,7398,6661,4490,4524,12704,17740
45,7058,3223,10480,16458,1753,10565,13913,18298,9248,17009,9566,12891,15320,2927,7784,7986,20028,11641,3122,1224,13555,19075,19338,19815,15901,9976,17912,10004,19698,7709,21846,7498,16221,10819,10468,6502,21512,9828,12133,17598,11427,18915,6792,11559,15079,0,21646,10251,11071,12202,12896,11119,18917,10418,12755,3905,4748,12261,4852,9768,11526,12496,21279,18255,9454,9996,10570,13303,11409,21392,12943,5690,7648,2980,7955,11091,3359,19599,7743,4738,10306,10645,10451,11121,19248,19454,2574,11880,3229,11660,11958,10272,20789,8992,17095,9209,12059,11097,10726,3227
46,17416,20442,14120,13872,23238,13438,11683,3584,16262,21697,14918,14863,23733,23919,22257,20305,15239,14994,25924,21221,14448,16156,18920,17852,13137,17487,15195,12134,15659,15385,17081,16948,13983,21778,15698,17697,17672,13610,10090,14956,15117,14481,15850,13613,12149,21929,0,13984,15153,13544,10171,14084,14128,12284,9711,21280,20016,9793,17254,15962,13784,13263,15908,5743,17321,14530,19626,9157,15943,16021,8736,17396,20644,23940,20558,16152,21313,19181,17458,20641,13864,16098,12891,13150,17593,2253,22889,13094,20636,21251,15928,20210,18008,15795,6376,15750,10051,13713,22312,23894
47,3666,7816,712,4815,11719,546,2896,10614,2568,8463,1257,3123,7768,12400,8507,6556,9465,1872,12571,9701,3787,6605,8650,8802,5902,3638,4751,3532,6965,5676,10834,3198,5861,6912,2239,3947,10499,2517,5570,7237,1659,8554,3790,6500,5054,10410,13962,0,1454,2434,5128,1078,8919,2422,6192,10340,5809,4493,5662,2113,6467,1285,10266,10572,3472,680,5777,5795,3737,10379,6380,4196,6894,14231,6808,3439,9793,8911,3709,10932,1740,2974,5620,1094,8236,11771,9825,1039,7572,6582,4286,6360,9777,2045,9412,2000,5028,1329,7445,11398
48,3562,8539,1684,4521,12339,1912,4064,11783,2030,7138,1507,2243,6508,13245,8186,6235,9599,1210,13416,10030,3207,6738,7325,7477,7071,2382,4172,4928,7361,7227,9509,4044,6823,5850,979,4255,9174,3861,6965,7189,997,9404,4636,7896,6015,11255,15130,1454,0,1854,6524,2421,9960,3788,7587,11185,6532,5889,6617,1705,7863,2681,8941,11740,2906,1664,5211,7191,2412,9054,7775,5042,6573,12578,6488,2094,10639,7586,4016,10975,3085,1714,7016,2461,6911,12939,9884,2405,8295,5322,2961,5794,8452,2902,10580,2858,6423,2290,6383,12243
49,5073,9819,2026,2666,13722,2421,2454,10173,3541,6534,2728,1292,8810,14403,9697,7745,7640,1520,14574,11704,1352,4170,6721,6873,5461,4362,2316,4395,4530,7989,7913,5201,5162,8208,2225,5950,7883,4876,5702,5334,1812,6611,5793,7363,4354,12412,13521,2452,1854,0,5357,3370,8105,4316,6564,12343,7812,4720,7665,3215,7330,2186,6982,10130,4432,2683,6737,5998,2372,7095,6788,6199,8084,16544,7998,2608,11796,6982,5712,13245,4034,2555,6483,3144,5212,11329,11828,3089,9575,7680,2357,8454,7848,4048,8970,4003,5271,1332,8741,16498
50,8550,11676,5383,5676,14472,4603,3488,6790,7506,11024,6415,6468,13986,15153,13647,11549,8902,6357,17158,12454,6252,7358,9970,10314,4776,8796,7000,3367,7718,6618,9579,7545,5096,13383,7157,8702,10135,4686,1896,6472,6577,7790,6927,5050,3954,13163,10138,5148,6516,5348,0,5328,7792,3360,2481,12514,8766,637,8330,7271,5017,4507,8406,6747,8630,5839,10935,1914,7548,8519,2685,8472,11887,15174,11802,7644,12547,10231,8211,11874,4740,7591,4124,3959,8643,7946,14123,4047,11869,12856,7532,11519,10470,7038,5587,6994,1559,5022,13916,15128
51,3379,7528,1541,5643,11431,867,3176,10894,2225,9126,883,3952,8179,12112,8219,6268,9826,2701,12283,9414,4616,7434,9313,9465,6182,3489,5580,3812,7794,5303,11496,2911,6221,6763,3068,3659,11162,2144,5849,7598,2488,8914,3502,6780,5361,10122,14242,914,2131,3262,5408,0,9199,2610,6471,10052,5521,4773,5374,1964,6747,1565,9531,10852,3323,671,5628,6075,4400,9644,6660,3909,6606,13858,6521,4082,9506,9574,3421,10559,1268,3636,4787,1282,8898,12051,9537,1227,7284,6653,4948,6212,10440,1757,9692,1713,5307,2157,7296,11110
52,12758,17752,9110,6157,20549,8428,6353,10762,11929,9755,9908,7997,11792,21230,16431,14664,1863,8225,23235,18531,7274,4647,6978,5691,3204,11362,6805,9444,4034,12695,3935,11938,4048,12564,9780,13450,4423,10763,9567,3516,8517,1843,12530,11127,4509,19239,14109,8974,9472,7564,7822,9075,0,9438,9088,18590,14843,7184,14407,11692,11094,8253,3070,10719,11885,9520,12993,8634,8283,3182,8112,12936,15003,21251,14917,9259,18623,7239,13211,17951,9610,9283,10201,8610,5652,11918,20820,8554,17946,12036,8267,12809,5576,10785,9559,10740,7955,8703,13097,21205
53,5313,8890,3112,6564,11687,2430,3799,8920,4412,10594,4145,5035,10418,12368,10410,9069,10509,4185,14373,9669,5620,8426,10781,10934,6383,6526,6584,1102,8786,3833,11186,4308,6703,9760,4889,5465,11742,1449,3575,8080,4308,9396,3690,3929,5561,10377,12268,2976,4344,4267,3378,3075,9399,0,4197,9728,5529,2742,5093,5001,3896,2491,10013,8878,6360,3569,8665,4044,5938,10126,4385,5235,9220,12388,9094,5682,9761,11042,4974,9089,1502,5292,2821,1325,10367,10076,11337,1413,9084,9232,6417,9249,11908,3945,7717,3900,3277,3240,10293,12342
54,9533,11518,6435,6877,14315,5753,4689,6330,8576,12225,7468,7715,15233,14996,16257,15290,10176,7508,17001,12297,7453,8559,11171,12789,5977,9849,8201,3210,10596,6461,12018,8621,6297,14631,8212,9685,12610,5770,1322,7674,7631,9418,8002,4308,5155,13005,9678,6299,7667,6549,2481,6398,9066,4195,0,12356,11092,2103,9313,8324,4275,5754,10846,6288,9683,6892,11988,864,8795,10958,976,9455,15067,15016,14940,8892,12389,11432,9194,11717,5815,8615,3382,5110,9844,7487,13965,5198,11712,14103,8780,12572,12946,8109,5128,8064,2361,6270,15164,14970
55,7148,3332,10570,16547,4356,10654,14002,18387,9338,15270,9656,12981,13521,3396,8465,7915,20117,11730,3567,2778,13645,15824,16412,16564,15990,10065,13844,10093,16448,7798,20793,7588,16311,10137,10557,6592,18261,9918,12222,17687,11517,19004,6882,11648,15169,3486,21735,10340,11160,12292,12985,11209,19006,10508,12844,0,4837,12350,4942,9858,11615,12585,19621,18345,9543,10086,8806,13393,11499,19734,13033,5780,7691,1923,7565,11181,1578,16673,7832,2093,10395,10735,10540,11211,15997,19544,5177,11969,4024,10357,12048,9586,17539,9082,17184,9299,12149,11186,10670,1662
56,2981,2319,5797,9899,6119,5881,8231,16428,4456,12058,4882,8132,9916,6569,5864,4898,14519,7094,6740,3811,8871,11658,12245,12397,11661,5899,9677,8134,12281,5839,14429,2789,10945,6997,6390,2425,14094,4293,10264,12322,6743,14324,2505,9689,10839,4578,19776,5567,6635,7518,8656,5926,14677,5701,10886,4509,0,8021,342,4904,9656,6620,13861,16386,5376,5312,5666,11434,7332,13974,11074,1613,4674,5901,4548,7014,3962,12506,2910,4603,5589,6568,8581,6401,11831,17585,4328,6374,2075,7217,7881,6446,13372,4391,15226,4608,10190,6413,7530,5566
57,7913,11039,4746,5039,13835,3966,2851,6412,6869,10387,5778,5831,13349,14516,13010,10912,8265,5720,16521,11817,5615,6721,9333,9677,4138,8159,6363,2730,7081,5981,8942,6908,4459,12746,6520,8065,9497,4049,1518,5835,5940,7152,6290,4413,3317,12526,9760,4511,5879,4711,637,4691,7155,2724,2103,11876,8129,0,7693,6634,4380,3870,7769,6370,7993,5202,10298,1536,6910,7882,2308,7835,11250,14537,11165,7007,11909,9594,7574,11237,4103,6954,3487,3322,8006,7568,13486,3410,11232,12219,6895,10882,9833,6402,5209,6357,1182,4385,13279,14491
58,3066,2621,5870,9972,6297,5955,8304,14714,4541,12143,4956,8281,10001,6978,6166,5200,14604,7030,7149,4279,8945,11743,12330,12482,11318,5984,9762,6011,12366,3977,14514,2898,11639,7300,6475,2510,14179,4758,8550,13015,6817,14409,2165,7975,10497,4987,18062,5641,6460,7592,8313,5999,14335,5359,9172,4918,342,7678,0,5158,7942,6694,13946,14672,5462,5386,5968,8980,7417,14059,9360,1698,4976,6310,4850,7099,4371,12591,3142,4707,5247,6653,6867,6059,11916,15871,4630,6348,2377,7519,7966,6748,13457,4382,13512,4599,8476,6486,7833,5975
59,1981,6957,2350,5536,10757,2578,4791,12510,447,8135,1457,3239,6787,11207,6604,4653,10596,2210,11378,8449,4222,7735,8322,8475,7798,2097,5186,5568,8358,5936,10506,2752,7498,5371,1975,2749,10172,3785,7605,8203,2165,10401,3344,8292,6691,9216,15858,2120,1705,3215,7164,2622,11938,4454,8227,9147,4950,6529,5035,0,8259,3320,9938,12467,1931,1866,4236,7830,3409,10051,8415,3424,4991,10539,4906,3091,8600,8584,2434,9683,2684,2645,7184,3128,7908,13666,8303,3072,6713,5260,3958,4819,9449,1198,11307,1153,7063,2966,5904,10204
60,8214,10199,6440,8864,12996,5758,6676,10340,8451,13631,7473,8389,13746,13676,14938,13971,12090,7512,15682,10978,8656,10546,13157,13501,7963,9854,9501,3383,10905,4432,12766,7302,8284,13087,8216,8366,13322,4506,4196,9660,7636,10977,6683,246,7142,11686,13688,6304,7671,7304,4958,6403,10980,4134,4244,11037,9773,4323,8087,8329,0,5818,11594,10298,9688,6896,12127,5346,9469,11707,4985,8229,13748,13697,13621,9010,11070,13419,7875,10398,4996,8620,1175,5114,11831,11496,12646,5202,10393,12559,9453,12907,13658,7909,9137,8126,4122,6568,13620,13651
61,4900,11232,1604,4822,14029,922,1994,9713,3746,8790,2401,3548,8911,14710,9740,7789,8644,2678,16715,12011,3816,6634,8977,9129,5001,5008,4780,2631,6994,6175,9522,4432,5040,8252,3382,5181,10078,3046,4668,6416,2801,7733,5024,5599,4179,12719,13061,1468,2837,2463,4227,1568,8017,2502,5290,12070,7043,3592,6895,3483,5566,0,8350,9671,4842,2061,7147,4894,4628,8463,5478,5430,8127,14730,8042,4175,12103,9238,4942,11431,2232,3785,4718,1242,8562,10869,11059,1187,8805,7725,4612,7730,10104,3278,8510,3234,4126,1733,8786,14684
62,10957,15796,9069,5582,21611,8702,6352,12461,10128,6504,10258,7701,8541,22785,14630,12864,1679,7651,22980,18163,6918,2846,3845,2616,4253,9561,6284,10035,3110,13286,1718,12196,3924,10763,7980,11649,1904,11354,8976,3176,8638,1652,12464,11718,4682,21221,15809,10220,8900,6990,8412,9348,3021,10028,10787,19181,13788,7775,13873,9891,11685,8526,0,12419,10084,10415,11192,10334,6482,658,9812,12400,13202,21841,13116,7458,19214,4106,11411,18542,10011,7482,10792,8916,3213,13618,19019,8860,16362,10235,6467,11009,2772,11038,11258,10993,8545,8376,11296,21795
63,14026,17052,10730,10481,19848,10048,8293,2396,12872,18306,11528,11473,20343,20529,18867,16915,11849,11604,22534,17831,11058,12766,15530,14461,9747,14097,11805,8744,12268,11995,13690,13558,10593,18388,12308,14307,14282,10220,6700,11566,11727,11091,12460,10223,8759,18539,5743,10594,11763,10153,6781,10694,10738,8894,6321,17890,16626,6403,13863,12572,10394,9873,12518,0,13931,11140,16236,5767,12553,12631,5346,14006,17254,20550,17168,12762,17923,15791,14068,17251,10474,12708,9501,9760,14203,3552,19499,9704,17246,17861,12537,16820,14618,12405,1804,12360,6661,10323,18922,20504
64,2682,7318,3709,6690,12015,3937,6150,13869,2168,6849,2816,4402,5100,11568,5768,3817,10789,3365,11740,8810,5377,7928,8515,8668,9157,523,5948,6927,8551,6850,10699,3921,8858,3684,2661,3374,10365,5282,8964,10205,3319,10595,4189,9895,8051,9578,17217,3480,2906,4432,8523,3982,12131,5814,9586,9508,5311,7888,5396,1931,9862,4680,10132,13827,0,3225,2549,9190,3602,10244,9774,4125,4155,10901,4069,2452,8962,8777,3135,9915,4249,2611,8681,4487,8101,15025,9423,4431,6789,3573,4151,3132,9642,2884,12666,2840,8422,4326,4217,10566
65,3492,7642,1287,5418,11545,712,3062,10781,2394,9038,1233,3696,8154,12226,8333,6382,9712,2447,12397,9527,4390,7208,9224,9377,6069,3464,5354,3698,7568,5356,10951,3024,6108,6738,2813,3773,11074,2197,5736,7484,2233,8801,3616,6667,5247,10236,14129,661,2106,3037,5295,757,9085,2589,6358,10166,5635,4660,5488,1939,6634,1451,9418,10739,3298,0,5603,5961,4311,9530,6546,4022,6720,13911,6634,4013,9619,9486,3535,10612,1420,3548,4840,1261,8810,11937,9651,1205,7398,6627,4860,6186,10351,1871,9578,1826,5194,1901,7271,13865
66,4095,6128,6027,9855,10195,6255,8468,16187,4226,6978,5134,6939,5229,11369,3554,1878,11831,5682,11564,7484,8168,8970,9558,9710,12429,2840,7807,9245,9593,8263,11741,5334,11851,1604,4978,4787,11407,7202,11282,11247,5637,11637,5602,12111,12609,9805,19534,5797,5223,6750,10841,6300,13173,8131,11904,8896,5659,10206,5962,4248,12078,6998,11174,16144,2561,5542,0,11508,6926,11287,12092,5129,2216,11422,2228,4770,8349,9819,4548,9257,6566,4929,11003,6805,9143,17343,7602,6749,5683,2065,6911,1052,10684,4804,14984,4760,10740,6643,2137,9953
67,9217,12011,6049,6311,14807,5269,4122,5776,8172,11658,7082,7134,13695,15488,16750,12216,9708,7024,17493,12790,6887,7992,10604,12321,5410,9463,7634,3703,10128,6954,11550,8212,5730,14050,7824,9369,12142,5353,1833,7107,7244,8950,7593,5182,4588,13498,9124,5815,7183,5983,1914,5995,8598,4027,808,12849,9433,1536,8997,7938,5353,5174,10378,5734,9297,6505,11602,0,8214,10491,771,9139,12554,15509,12468,8311,12882,10866,8878,12210,5406,8257,4460,4626,9278,6932,14458,4714,12205,13522,8199,12185,12478,7705,4573,7660,1794,5689,14583,15463
68,4475,9314,3726,4064,13114,3954,4854,12573,3646,4726,3776,1644,7002,13564,10267,7010,7187,2202,13735,10805,2071,4326,4913,5066,7784,3079,2346,6561,4949,8643,7097,5714,7207,6400,1498,5167,6762,7027,7868,6602,2156,6992,5982,9529,6427,11573,15921,3738,2418,2373,7538,4690,8529,6482,8766,11503,7306,6903,7392,3409,9496,3830,6530,12531,3602,3933,6829,8205,0,6642,8954,5918,7348,12896,7262,976,10957,5174,4929,11910,5353,1000,8649,4649,4499,13730,14656,4593,9069,5872,549,6646,6040,4556,11370,4511,7437,3498,6933,12561
69,11070,15908,9182,5695,21724,8814,6465,12574,10241,6580,10370,7814,8617,22898,14743,12976,1792,7764,23093,18276,7031,2959,3921,2692,4366,9674,6396,10148,3223,13399,1168,12309,4037,10876,8092,11762,1656,11467,9089,3289,8751,1765,12577,11831,4794,21334,15922,10332,9013,7103,8525,9460,3134,10141,10900,19294,13901,7888,13986,10004,11798,8639,658,12532,10197,10527,11305,10447,6595,0,9924,12513,13315,21954,13229,7571,19327,4182,11523,18655,10124,7594,10905,9028,3289,13730,19132,8972,16474,10348,6579,11121,2848,11150,11371,11105,8658,8488,11409,21908
70,9721,11706,6623,7834,14503,5941,5645,5355,8764,15659,7656,7903,15421,15184,16445,15479,9201,7696,17189,12485,7726,10118,12882,11814,7099,10037,8508,3398,9621,6649,11043,8809,7945,14819,8400,9873,11634,5958,1988,8918,7819,8443,8190,4877,5989,13193,8702,6487,7855,6818,2685,6586,8090,4384,976,12544,11280,2308,9501,8512,5048,5942,9870,5312,9871,7080,12176,771,8983,9983,0,9643,15255,15204,15128,9080,12577,13143,9382,11905,6003,8803,4155,5298,11555,6511,14153,5386,11900,14291,8968,12760,11970,8297,4152,8252,2969,6458,15352,15158
71,1638,3620,4451,8554,7420,4536,6886,14650,2809,10664,3537,6862,8683,7870,5770,4804,13124,5611,8041,5112,7526,10263,10850,11003,9892,4518,8283,5947,10886,4062,13034,1443,9600,6466,4996,971,12700,3458,8485,10976,5398,12929,1401,7910,8792,5879,17997,4222,5041,6173,8249,4580,12908,5294,9107,5810,1613,7613,1698,3258,7878,5275,12467,14607,4144,3967,5135,8915,5937,12579,9295,0,4580,7202,4454,5619,5263,11112,1304,6216,3978,5173,6803,5084,10436,15806,5629,5028,3376,6686,6486,5915,11977,2962,13447,3180,8411,5067,7000,6867
72,4139,4556,7134,10436,7860,7224,9574,17293,4543,9803,6220,8148,8114,9034,2432,338,13841,7110,9230,5912,10178,10980,11567,11720,14438,4476,9817,12126,11603,9831,13751,5294,13861,3056,6406,4490,13417,7375,14256,13257,7065,13647,5562,13681,11476,7470,20641,6905,6562,8072,11807,7269,15183,8994,14878,7718,4675,11172,4977,4991,13648,7964,13184,17251,3954,6650,2216,12474,7348,13296,15066,4589,0,9087,307,6279,7171,11829,4509,8079,7369,6362,12573,7773,11153,18450,5268,7717,4110,3897,8921,2504,12694,5121,16090,5076,14182,7751,3520,9334
73,8451,4635,11873,18544,3364,14522,15999,20384,10641,18620,10959,17126,16931,2244,9395,9597,22114,13034,2415,3512,17712,20569,20948,17868,17987,11369,18683,12090,20929,9795,22790,8891,18307,12430,11860,7895,23346,11914,14219,19684,12820,21001,8185,13645,17165,3000,23732,11644,12464,16358,14982,13205,21003,12504,14841,1923,6141,14347,6245,11161,13612,14582,21618,20342,10847,11389,10109,15389,12802,21730,15029,7083,9258,0,9566,12484,2415,21210,9136,3659,12392,12038,12537,13207,17301,21540,4184,13966,5328,13271,13351,11882,18842,10385,19181,10602,14145,15332,12337,646
74,4013,4429,7049,10350,8168,7139,9489,17208,4457,9937,6135,8062,7153,9341,2739,350,13756,7025,9537,5785,10092,10894,11482,11634,14353,4391,9732,12000,11518,9705,13665,5168,13775,3068,6321,4364,13331,7249,14129,13171,6980,13561,5436,13555,11390,7778,20555,6820,6476,7987,11721,7184,15098,8867,14751,7592,4548,11086,4851,4906,13522,7878,13098,17165,3868,6565,2228,12388,7262,13211,14940,4462,307,9394,0,6193,7045,11743,4382,7952,7284,6277,12447,7688,11067,18364,5575,7632,3984,3989,8835,2516,12609,5036,16005,4991,14056,7665,3601,9641
75,4157,8996,3408,4414,12796,3636,5062,12781,3328,5171,3458,1854,5800,13245,7892,5940,8182,1884,13417,10487,3066,5322,5909,6061,8780,1964,3341,5929,5945,8325,8092,5396,8202,5197,1180,4849,7758,6709,7966,7598,1838,7988,5664,8897,6777,11255,16129,3420,2100,2608,7525,4372,9524,5801,8588,11185,6988,6890,7073,3091,8864,3682,7525,12739,2488,3615,4793,8192,996,7638,8776,5600,6279,12578,6193,0,10639,6170,4611,11592,5035,446,8017,4331,5494,13938,9992,4275,8751,4669,1545,5443,7036,4238,11578,4193,7424,3291,5730,12243
76,6303,2488,9726,15703,3951,9810,13158,17543,8493,14426,8811,12136,12676,3477,7621,7070,19273,10886,3648,1934,12800,14980,15567,15720,15146,9221,13000,9249,15603,6954,19949,6744,15466,9293,9713,5747,17417,9073,11378,16843,10672,18160,6038,10804,14324,2642,20891,9496,10316,11447,12141,10364,18162,9663,12000,1322,3993,11506,4097,9014,10771,11741,18776,17500,8699,9241,7961,12548,10654,18889,12188,4935,6846,2641,6720,10336,0,15829,6988,2430,9551,9890,9696,10366,15153,18699,4608,11125,3180,9513,11203,8741,16694,8237,16340,8454,11304,10342,9826,2380
77,9613,14452,8864,5432,19381,9093,7364,15803,8785,3268,8914,6358,5304,20555,14359,11520,6013,7340,20751,16819,5599,3152,284,2096,6610,8217,4964,11135,3775,13782,4463,10853,6032,7974,6636,10305,3917,12166,10785,5428,7295,5818,11120,14104,6790,18991,19150,8876,7557,6947,10221,9828,7355,11056,11429,16642,12445,9584,12530,8547,14070,8926,4109,15760,8741,9071,9848,10862,5138,4185,13153,11056,11858,20608,11773,6114,16095,0,10067,17049,10491,6138,13223,9885,1826,16959,16789,9829,15018,7046,5123,9665,2673,9694,14600,9649,10354,8072,8355,20855
78,635,4917,3975,8017,8717,4060,6410,14128,1801,9655,3061,5729,7674,9905,5706,4391,12115,4691,10077,6409,6703,9254,9842,9994,9416,3510,7274,5895,9878,4010,12025,1082,9124,5880,3987,916,11691,3383,8433,10500,4646,11921,1350,7859,8317,7915,17476,3746,3831,5697,8197,4104,13457,5242,9055,7845,2910,7562,2995,2250,7826,4799,11458,14086,3135,3491,4548,8864,4929,11571,9243,1285,4516,9238,4390,4611,7299,10103,0,7635,3903,4165,6751,4608,9427,15285,6263,4553,4545,6100,5478,5328,10969,1737,12926,1954,8359,4592,6413,8903
79,7276,4484,9675,15397,5948,9759,12852,17237,8442,16296,8761,12086,13984,5235,9344,8378,18967,10835,5406,3930,12750,15896,16483,16636,14840,10151,13714,8943,16519,6648,19643,6693,15160,10600,10628,7004,20199,8767,11072,16537,10622,17854,5987,10498,14018,4638,20585,9445,10265,11396,11835,10058,17856,9357,11694,2083,4575,11200,4680,8963,10465,11435,18471,17195,9777,9191,9269,12242,11570,18583,11882,6139,8154,3629,8028,11252,2730,16744,6937,0,9245,10806,9390,10060,16069,18393,6605,10819,4799,10820,12119,10049,17610,8186,16034,8404,10998,10291,11134,3369
80,4137,9519,2467,6570,12315,1793,3679,10503,2983,10052,1928,4878,9076,12996,8978,7026,10239,3627,15001,10298,5542,8360,10239,10391,6535,4386,6506,2399,8720,4461,11117,3669,6634,7660,3994,4418,12088,1303,5128,8011,3414,9328,4261,5054,5713,11006,13850,1841,3057,4189,4685,976,9551,1731,5750,10357,6157,4050,5721,2734,5021,2263,9944,10460,4220,1597,6525,5352,5326,10057,5938,4667,7364,13017,7279,5008,10390,10500,4179,9718,0,4562,3946,977,9825,11659,11966,1033,9712,7549,5875,7108,11366,2516,9300,2471,4585,3084,8193,12971
81,3711,8550,2964,4361,12350,3192,5009,12728,2882,5385,3012,1800,5470,12800,7975,6024,8187,1439,12971,10041,3071,5326,5913,6066,8784,2082,3346,5876,5949,7879,8097,4950,8206,4811,735,4403,7762,6263,7913,7602,1394,7992,5218,8844,6724,10809,16076,2975,1699,2555,7472,3926,9529,5068,8535,10739,6542,6836,6628,2645,8811,3628,7529,12685,2605,3169,4910,8138,1000,7642,8723,5154,6362,12132,6277,446,10193,6174,4165,11146,4589,0,7963,3886,5499,13884,9895,3830,8305,4284,1549,5057,7040,3792,11525,3747,7371,3238,5344,11797
82,7209,9194,5668,8040,11990,4987,5852,9517,7446,12853,5638,7611,12975,12671,13932,12966,11267,6741,14676,9972,7879,9722,12334,12678,7140,8244,8723,2555,10082,3809,11943,6296,7460,12316,7445,7360,12499,3501,3372,8837,6864,10154,5678,1278,6318,10681,12864,5532,6900,6526,4135,4804,10156,3129,3421,10032,8768,3500,7081,6652,1245,5047,10770,9474,8078,5426,11122,4522,8691,10883,4162,7223,12742,12692,12616,8239,10065,12595,6870,9392,3991,7848,0,3828,11008,10673,11641,4431,9387,11788,8676,11902,12835,6903,8314,7121,3298,5797,12849,12646
83,4526,9890,1376,5494,12687,694,2654,9779,3372,9409,2264,3771,8680,13368,9367,7416,9213,2921,15373,10669,4435,7253,9596,9749,5537,4645,5399,2004,7613,4833,10091,4058,5608,8022,3151,4807,10647,1674,4472,6985,2571,8302,4650,5402,4715,11377,13127,1094,2461,3082,4030,1195,8553,1325,5094,10728,6529,3395,6093,3120,5369,1227,8919,9737,4479,1688,6784,4697,4649,9031,5282,5056,7754,13389,7668,4351,10761,9858,4569,10089,1178,3886,3828,0,9182,10936,12337,56,10084,7494,5232,7368,10723,2905,8576,2860,3930,1977,8555,13343
84,8598,13437,7850,3870,19253,8078,5802,14241,7770,4250,7899,5343,6287,20427,12272,10505,4451,6325,20622,15804,4584,1590,1590,1536,5048,7202,3950,10120,2213,12767,3567,9838,4470,8404,5621,9290,3232,11151,9223,3866,6280,4256,10106,11965,5228,18863,17588,7861,6542,5932,8660,8813,5793,10042,9867,15627,11430,8022,11515,7532,11932,7911,3213,14198,7726,8056,8834,9300,4123,3289,11591,10041,10844,17019,10758,5100,15080,1852,9052,16034,9476,5123,11039,8870,0,15397,16660,8814,14003,7877,4108,8650,2510,8679,13038,8634,8793,7058,8938,16684
85,15225,18251,11929,11680,21047,11247,9492,1392,14071,19505,12726,12672,21542,21728,20065,18114,13048,12803,23733,19029,12256,13965,16728,15660,10946,15296,13004,9942,13467,13193,14889,14757,11792,19587,13506,15506,15481,11418,7899,12765,12926,12289,13659,11421,9958,19738,2253,11793,12962,11352,7979,11893,11937,10093,7520,19088,17824,7602,15062,13770,11592,11072,13717,3552,15130,12338,17435,6966,13751,13830,6544,15204,18452,21749,18367,13960,19121,16990,15267,18449,11672,13907,10699,10958,15402,0,20698,10903,18444,19059,13736,18018,15817,13604,4184,13559,7860,11522,20120,21703
